tcp-traceroute from 192.168.100.4 to 104.20.67.46
19  *
20  14.18.141.10  309.945 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 198.144.121.223
 1  192.168.100.1  2.268 ms ICMP
 2  202.163.124.100  3.243 ms ICMP
 3  *
 4  202.163.124.57  2.933 ms ICMP
 5  116.71.134.65  2.717 ms ICMP
 6  221.120.223.53  4.185 ms ICMP
 7  221.120.254.18  29.339 ms ICMP
 8  221.120.248.6  23.290 ms ICMP
 9  213.242.116.153  131.443 ms ICMP
10  *
11  195.16.162.206  148.595 ms ICMP
12  87.245.234.113  180.137 ms ICMP
13  87.245.246.43  160.478 ms ICMP
14  198.144.121.223  170.460 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 47.244.156.174
 1  192.168.100.1  48.676 ms ICMP
 2  202.163.124.100  3.741 ms ICMP
 3  192.168.146.53  4.557 ms ICMP
 4  202.163.124.57  2.884 ms ICMP
 5  116.71.134.65  2.938 ms ICMP
 6  221.120.223.57  3.843 ms ICMP
 7  221.120.254.49  22.868 ms ICMP
 8  202.125.128.135  21.935 ms ICMP
 9  1.9.241.177  109.748 ms ICMP
10  63.218.43.17  138.404 ms ICMP
11  63.218.174.201  139.315 ms ICMP
12  63.218.174.201  138.097 ms ICMP
13  63.216.176.74  136.962 ms ICMP
14  *
15  11.16.2.145  215.106 ms ICMP
16  11.52.240.1  138.798 ms ICMP
17  47.244.156.174  137.759 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 218.75.155.230
 1  192.168.100.1  0.904 ms ICMP
 2  202.163.124.100  4.146 ms ICMP
 3  *
 4  202.163.124.57  2.842 ms ICMP
 5  116.71.134.65  2.718 ms ICMP
 6  221.120.223.53  4.918 ms ICMP
 7  221.120.254.18  26.819 ms ICMP
 8  221.120.248.6  26.659 ms ICMP
 9  80.239.192.153  131.753 ms ICMP
10  62.115.112.230  148.692 ms ICMP
11  62.115.120.6  153.075 ms ICMP
12  118.85.205.81  153.808 ms ICMP
13  202.97.58.33  299.895 ms ICMP
14  *
15  202.97.94.149  305.964 ms ICMP
16  202.97.77.170  313.314 ms ICMP
17  *
18  *
19  222.241.63.222  318.456 ms ICMP
20  222.241.34.58  313.215 ms ICMP
21  218.75.155.230  325.982 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 221.229.197.225
 1  192.168.100.1  0.952 ms ICMP
 2  202.163.124.100  9.262 ms ICMP
 3  *
 4  202.163.124.57  2.809 ms ICMP
 5  116.71.134.65  2.862 ms ICMP
 6  221.120.223.53  3.751 ms ICMP
 7  221.120.254.18  41.576 ms ICMP
 8  221.120.248.2  20.460 ms ICMP
 9  1.9.241.205  106.610 ms ICMP
10  *
11  202.97.4.81  180.604 ms ICMP
12  *
13  *
14  202.97.57.158  189.897 ms ICMP
15  202.97.92.26  188.570 ms ICMP
16  221.229.192.246  196.981 ms ICMP
17  *
18  *
19  *
20  *
21  *
22  *
23  221.229.197.225  217.284 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 59.106.190.220
 1  192.168.100.1  13.323 ms ICMP
 2  202.163.124.100  2.281 ms ICMP
 3  *
 4  202.163.124.57  2.639 ms ICMP
 5  116.71.134.65  3.243 ms ICMP
 6  221.120.223.53  6.405 ms ICMP
 7  221.120.254.18  26.346 ms ICMP
 8  221.120.248.43  21.626 ms ICMP
 9  195.22.197.164  119.187 ms ICMP
10  195.22.205.39  148.642 ms ICMP
11  93.186.128.157  216.319 ms ICMP
12  129.250.3.178  215.814 ms ICMP
13  129.250.4.69  217.803 ms ICMP
14  129.250.6.162  286.884 ms ICMP
15  129.250.6.237  289.696 ms ICMP
16  129.250.2.183  290.212 ms ICMP
17  129.250.5.77  294.378 ms ICMP
18  129.250.3.22  295.773 ms ICMP
19  203.105.73.106  293.637 ms ICMP
20  157.17.130.222  296.258 ms ICMP
21  157.17.130.6  302.551 ms ICMP
22  157.17.132.250  296.420 ms ICMP
23  59.106.190.220  307.290 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 47.98.214.114
 1  192.168.100.1  3.239 ms ICMP
 2  202.163.124.100  3.990 ms ICMP
 3  192.168.146.53  4.560 ms ICMP
 4  202.163.124.57  2.794 ms ICMP
 5  116.71.134.65  2.690 ms ICMP
 6  221.120.223.57  4.355 ms ICMP
 7  221.120.254.49  24.732 ms ICMP
 8  221.120.248.43  22.033 ms ICMP
 9  93.186.129.214  121.776 ms ICMP
10  195.22.211.36  153.650 ms ICMP
11  89.221.34.147  150.443 ms ICMP
12  202.97.38.161  280.221 ms ICMP
13  *
14  202.97.62.113  319.562 ms ICMP
15  *
16  220.191.200.54  296.658 ms ICMP
17  122.224.214.74  303.344 ms ICMP
18  *
19  *
20  *
21  *
22  47.98.214.114  327.490 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 66.212.29.75
 1  192.168.100.1  2.181 ms ICMP
 2  202.163.124.100  4.191 ms ICMP
 3  192.168.146.53  4.371 ms ICMP
 4  202.163.124.57  3.618 ms ICMP
 5  116.71.134.65  2.865 ms ICMP
 6  221.120.223.53  3.133 ms ICMP
 7  221.120.254.18  27.318 ms ICMP
 8  221.120.248.3  22.647 ms ICMP
 9  195.22.197.66  122.575 ms ICMP
10  195.22.211.104  161.966 ms ICMP
11  63.222.0.9  165.747 ms ICMP
12  63.218.72.138  299.443 ms ICMP
13  63.218.212.170  299.573 ms ICMP
14  *
15  66.212.29.75  298.269 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 35.161.173.74
 1  192.168.100.1  0.914 ms ICMP
 2  202.163.124.100  3.764 ms ICMP
 3  *
 4  202.163.124.57  2.715 ms ICMP
 5  116.71.134.65  4.491 ms ICMP
 6  221.120.223.53  3.255 ms ICMP
 7  221.120.254.18  25.153 ms ICMP
 8  221.120.248.3  21.618 ms ICMP
 9  195.229.27.133  39.690 ms ICMP
10  195.229.0.89  38.502 ms ICMP
11  195.229.0.149  297.827 ms ICMP
12  206.72.210.146  295.684 ms ICMP
13  *
14  *
15  52.93.14.118  308.378 ms ICMP
16  52.93.14.105  308.530 ms ICMP
17  52.93.14.140  311.053 ms ICMP
18  52.93.14.167  310.396 ms ICMP
19  52.93.240.63  316.737 ms ICMP
20  *
21  *
22  *
23  *
24  *
25  35.161.173.74  315.919 ms ICMP
tcp-traceroute from 192.168.100.4 to 185.178.208.139
 1  192.168.100.1  0.888 ms ICMP
 2  202.163.124.100  4.154 ms ICMP
 3  192.168.146.53  4.988 ms ICMP
 4  202.163.124.57  2.722 ms ICMP
 5  116.71.134.65  3.902 ms ICMP
 6  221.120.223.53  3.959 ms ICMP
 7  221.120.254.18  26.896 ms ICMP
 8  221.120.248.6  29.017 ms ICMP
 9  *
10  62.115.61.69  159.567 ms ICMP
11  62.115.124.214  160.710 ms ICMP
12  213.155.136.167  160.032 ms ICMP
13  62.115.137.65  154.115 ms ICMP
14  *
15  *
16  185.178.208.139  206.904 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 52.221.109.8
 1  192.168.100.1  0.852 ms ICMP
 2  202.163.124.100  2.882 ms ICMP
 3  *
 4  202.163.124.57  2.813 ms ICMP
 5  116.71.134.65  2.899 ms ICMP
 6  221.120.223.53  5.477 ms ICMP
 7  221.120.254.18  28.963 ms ICMP
 8  202.125.128.164  21.454 ms ICMP
 9  116.51.31.117  152.758 ms ICMP
10  129.250.7.9  129.782 ms ICMP
11  129.250.7.26  102.706 ms ICMP
12  129.250.2.240  103.851 ms ICMP
13  116.51.17.130  103.010 ms ICMP
14  *
15  *
16  *
17  52.93.11.15  107.311 ms ICMP
18  52.93.11.14  102.445 ms ICMP
19  52.93.8.181  126.730 ms ICMP
20  203.83.223.23  102.800 ms ICMP
21  *
22  *
23  *
24  *
25  *
26  52.221.109.8  104.144 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 184.95.60.66
 1  192.168.100.1  0.915 ms ICMP
 2  202.163.124.100  3.844 ms ICMP
 3  *
 4  202.163.124.57  3.126 ms ICMP
 5  116.71.134.65  2.894 ms ICMP
 6  221.120.223.57  4.313 ms ICMP
 7  221.120.254.49  26.244 ms ICMP
 8  221.120.248.46  25.704 ms ICMP
 9  213.242.116.33  131.652 ms ICMP
10  *
11  63.235.42.5  219.548 ms ICMP
12  67.14.40.50  275.709 ms ICMP
13  65.117.152.206  343.131 ms ICMP
14  108.170.0.29  289.546 ms ICMP
15  *
16  184.95.60.66  290.230 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.25.241.28
 1  192.168.100.1  0.930 ms ICMP
 2  202.163.124.100  3.158 ms ICMP
 3  192.168.146.53  4.892 ms ICMP
 4  202.163.124.57  2.871 ms ICMP
 5  116.71.134.65  2.841 ms ICMP
 6  221.120.223.57  4.622 ms ICMP
 7  221.120.254.49  24.712 ms ICMP
 8  221.120.251.88  20.558 ms ICMP
 9  221.120.200.3  21.837 ms ICMP
10  104.25.241.28  23.409 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.31.66.194
 1  192.168.100.1  1.207 ms ICMP
 2  202.163.124.100  3.751 ms ICMP
 3  *
 4  202.163.124.57  2.654 ms ICMP
 5  116.71.134.65  2.835 ms ICMP
 6  221.120.223.53  5.386 ms ICMP
 7  221.120.254.18  22.779 ms ICMP
 8  221.120.251.101  22.381 ms ICMP
 9  221.120.200.3  33.818 ms ICMP
10  104.31.66.194  21.511 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 101.37.171.176
 1  192.168.100.1  0.888 ms ICMP
 2  202.163.124.100  6.092 ms ICMP
 3  192.168.146.53  4.739 ms ICMP
 4  202.163.124.57  2.645 ms ICMP
 5  116.71.134.65  2.804 ms ICMP
 6  221.120.223.57  7.960 ms ICMP
 7  221.120.254.49  22.366 ms ICMP
 8  202.125.128.163  20.594 ms ICMP
 9  93.186.129.176  120.647 ms ICMP
10  195.22.211.104  150.724 ms ICMP
11  89.221.34.147  149.703 ms ICMP
12  202.97.95.205  265.335 ms ICMP
13  *
14  202.97.57.158  346.024 ms ICMP
15  202.97.26.14  342.237 ms ICMP
16  220.191.200.102  341.483 ms ICMP
17  115.238.21.117  340.336 ms ICMP
18  42.120.247.85  339.503 ms ICMP
19  106.11.75.246  338.513 ms ICMP
20  *
21  *
22  101.37.171.176  343.672 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 47.74.190.110
 1  192.168.100.1  1.015 ms ICMP
 2  202.163.124.100  2.815 ms ICMP
 3  *
 4  202.163.124.57  3.088 ms ICMP
 5  116.71.134.65  2.853 ms ICMP
 6  221.120.223.57  4.939 ms ICMP
 7  221.120.254.49  25.053 ms ICMP
 8  221.120.248.46  25.176 ms ICMP
 9  *
10  80.231.217.92  134.325 ms ICMP
11  80.231.217.30  198.489 ms ICMP
12  180.87.38.2  220.161 ms ICMP
13  180.87.39.159  204.035 ms ICMP
14  180.87.12.254  214.171 ms ICMP
15  116.251.81.133  199.506 ms ICMP
16  11.207.166.105  200.541 ms ICMP
17  *
18  47.74.190.110  205.834 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 103.44.90.72
 1  192.168.100.1  1.307 ms ICMP
 2  202.163.124.100  5.241 ms ICMP
 3  192.168.146.53  6.976 ms ICMP
 4  202.163.124.57  4.935 ms ICMP
 5  116.71.134.65  2.862 ms ICMP
 6  221.120.223.57  4.153 ms ICMP
 7  221.120.254.49  21.624 ms ICMP
 8  202.125.128.163  22.379 ms ICMP
 9  93.186.129.176  120.512 ms ICMP
10  195.22.205.13  152.725 ms ICMP
11  93.186.128.157  215.820 ms ICMP
12  129.250.3.178  216.389 ms ICMP
13  129.250.4.69  217.309 ms ICMP
14  129.250.4.9  217.141 ms ICMP
15  129.250.3.74  232.229 ms ICMP
16  129.250.7.67  259.675 ms ICMP
17  129.250.2.115  250.516 ms ICMP
18  203.131.243.122  252.325 ms ICMP
19  *
20  218.189.109.154  261.005 ms ICMP
21  172.16.12.38  261.508 ms ICMP
22  103.44.90.72  256.361 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 120.24.102.143
 1  192.168.100.1  0.914 ms ICMP
 2  202.163.124.100  2.278 ms ICMP
 3  *
 4  202.163.124.57  2.690 ms ICMP
 5  116.71.134.65  3.011 ms ICMP
 6  221.120.223.53  4.518 ms ICMP
 7  221.120.254.18  24.940 ms ICMP
 8  221.120.248.3  20.902 ms ICMP
 9  93.186.129.176  157.084 ms ICMP
10  195.22.211.104  163.690 ms ICMP
11  89.221.34.147  149.274 ms ICMP
12  202.97.95.153  287.919 ms ICMP
13  202.97.94.70  281.176 ms ICMP
14  202.97.91.13  287.175 ms ICMP
15  119.147.222.6  296.727 ms ICMP
16  183.2.182.130  289.293 ms ICMP
17  183.2.180.210  288.637 ms ICMP
18  *
19  119.38.215.141  299.720 ms ICMP
20  *
21  *
22  120.24.102.143  300.705 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 106.187.35.178
 1  192.168.100.1  0.915 ms ICMP
 2  202.163.124.100  2.309 ms ICMP
 3  *
 4  202.163.124.57  6.156 ms ICMP
 5  116.71.134.65  2.925 ms ICMP
 6  221.120.223.57  3.264 ms ICMP
 7  221.120.254.49  27.254 ms ICMP
 8  221.120.248.43  25.620 ms ICMP
 9  93.186.129.216  123.844 ms ICMP
10  195.22.195.25  304.751 ms ICMP
11  124.215.192.13  307.192 ms ICMP
12  111.87.3.245  457.360 ms ICMP
13  106.187.13.9  295.912 ms ICMP
14  27.85.130.86  290.288 ms ICMP
15  124.215.194.165  289.925 ms ICMP
16  124.215.199.170  291.910 ms ICMP
17  106.187.35.178  291.095 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 119.254.89.28
 1  *
 2  202.163.124.100  2.323 ms ICMP
 3  *
 4  202.163.124.57  3.635 ms ICMP
 5  116.71.134.65  2.846 ms ICMP
 6  221.120.223.53  2.827 ms ICMP
 7  221.120.254.18  27.007 ms ICMP
 8  221.120.248.6  64.110 ms ICMP
 9  213.242.115.57  129.444 ms ICMP
10  4.69.161.66  141.105 ms ICMP
11  4.68.72.222  142.128 ms ICMP
12  63.223.15.134  280.812 ms ICMP
13  *
14  *
15  159.226.254.41  403.266 ms ICMP
16  *
17  *
18  *
19  *
20  219.158.16.89  375.278 ms ICMP
21  202.96.12.2  373.530 ms ICMP
22  61.51.169.114  375.319 ms ICMP
23  *
24  124.65.222.62  376.892 ms ICMP
25  119.253.3.234  429.214 ms ICMP
26  119.253.4.53  373.572 ms ICMP
27  119.253.2.42  370.926 ms ICMP
28  119.253.4.138  380.441 ms ICMP
29  *
30  *
31  119.254.89.28  393.639 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 52.128.226.20
 1  192.168.100.1  0.863 ms ICMP
 2  202.163.124.100  299.893 ms ICMP
 3  *
 4  202.163.124.57  2.838 ms ICMP
 5  116.71.134.65  2.680 ms ICMP
 6  221.120.223.57  2.983 ms ICMP
 7  221.120.254.49  23.987 ms ICMP
 8  221.120.248.3  22.137 ms ICMP
 9  195.22.197.122  119.718 ms ICMP
10  195.22.205.39  155.186 ms ICMP
11  46.33.83.178  149.597 ms ICMP
12  213.200.112.89  270.190 ms ICMP
13  69.174.124.166  229.040 ms ICMP
14  103.199.104.33  230.824 ms ICMP
15  103.199.104.38  230.183 ms ICMP
16  52.128.226.20  232.009 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.25.77.118
 1  192.168.100.1  0.845 ms ICMP
 2  202.163.124.100  3.426 ms ICMP
 3  192.168.146.53  4.829 ms ICMP
 4  202.163.124.57  2.547 ms ICMP
 5  116.71.134.65  2.742 ms ICMP
 6  221.120.223.57  5.839 ms ICMP
 7  221.120.254.49  22.878 ms ICMP
 8  221.120.251.88  21.087 ms ICMP
 9  221.120.200.3  29.374 ms ICMP
10  104.25.77.118  20.607 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 23.244.31.173
 1  192.168.100.1  0.896 ms ICMP
 2  202.163.124.100  4.935 ms ICMP
 3  *
 4  202.163.124.57  6.019 ms ICMP
 5  116.71.134.65  5.387 ms ICMP
 6  221.120.223.57  5.799 ms ICMP
 7  221.120.254.49  28.001 ms ICMP
 8  202.125.128.163  26.880 ms ICMP
 9  *
10  80.249.209.150  158.414 ms ICMP
11  184.105.213.66  168.285 ms ICMP
12  72.52.92.198  174.182 ms ICMP
13  184.105.65.245  230.623 ms ICMP
14  184.105.81.150  235.909 ms ICMP
15  72.52.92.225  247.246 ms ICMP
16  184.105.80.202  290.917 ms ICMP
17  72.52.92.122  290.359 ms ICMP
18  *
19  *
20  23.244.31.173  287.492 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 34.248.103.167
 1  192.168.100.1  0.867 ms ICMP
 2  202.163.124.100  5.384 ms ICMP
 3  *
 4  202.163.124.57  2.723 ms ICMP
 5  116.71.134.65  2.754 ms ICMP
 6  221.120.223.57  2.726 ms ICMP
 7  221.120.254.49  27.514 ms ICMP
 8  221.120.248.6  28.360 ms ICMP
 9  80.239.192.153  132.408 ms ICMP
10  80.91.247.196  152.342 ms ICMP
11  62.115.134.93  152.876 ms ICMP
12  62.115.114.235  153.159 ms ICMP
13  213.248.99.219  150.978 ms ICMP
14  54.239.100.218  161.261 ms ICMP
15  54.239.101.119  150.868 ms ICMP
16  *
17  54.239.44.148  237.678 ms ICMP
18  *
19  52.93.6.206  231.326 ms ICMP
20  52.93.101.63  229.189 ms ICMP
21  52.93.101.38  171.517 ms ICMP
22  52.93.7.105  163.723 ms ICMP
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  34.248.103.167  157.934 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 79.142.64.106
 1  192.168.100.1  0.817 ms ICMP
 2  202.163.124.100  4.013 ms ICMP
 3  *
 4  202.163.124.57  3.010 ms ICMP
 5  116.71.134.65  3.211 ms ICMP
 6  221.120.223.53  3.607 ms ICMP
 7  221.120.254.18  26.158 ms ICMP
 8  202.125.128.134  22.139 ms ICMP
 9  93.186.129.214  120.427 ms ICMP
10  195.22.208.79  149.584 ms ICMP
11  *
12  4.69.158.202  157.179 ms ICMP
13  213.19.194.154  158.088 ms ICMP
14  185.8.179.23  163.594 ms ICMP
15  178.21.17.21  159.303 ms ICMP
16  *
17  79.142.64.106  156.406 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 117.25.149.239
 1  192.168.100.1  0.910 ms ICMP
 2  202.163.124.100  4.352 ms ICMP
 3  192.168.146.53  5.950 ms ICMP
 4  202.163.124.57  2.837 ms ICMP
 5  116.71.134.65  2.725 ms ICMP
 6  221.120.223.53  5.195 ms ICMP
 7  221.120.254.18  25.855 ms ICMP
 8  221.120.248.3  25.690 ms ICMP
 9  93.186.129.176  121.450 ms ICMP
10  195.22.211.36  155.877 ms ICMP
11  89.221.34.147  155.228 ms ICMP
12  202.97.94.85  293.590 ms ICMP
13  202.97.35.105  299.112 ms ICMP
14  202.97.57.26  338.708 ms ICMP
15  *
16  222.76.221.146  367.684 ms ICMP
17  *
18  117.25.141.106  361.346 ms ICMP
19  *
20  117.25.149.239  341.365 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 111.1.47.50
 1  192.168.100.1  0.871 ms ICMP
 2  202.163.124.100  3.407 ms ICMP
 3  *
 4  202.163.124.57  2.737 ms ICMP
 5  116.71.134.65  3.010 ms ICMP
 6  221.120.223.57  4.495 ms ICMP
 7  221.120.254.49  23.354 ms ICMP
 8  202.125.128.135  23.458 ms ICMP
 9  116.51.26.49  102.160 ms ICMP
10  129.250.7.18  109.364 ms ICMP
11  129.250.4.34  257.852 ms ICMP
12  129.250.7.67  134.149 ms ICMP
13  129.250.6.98  133.358 ms ICMP
14  *
15  *
16  *
17  *
18  *
19  221.183.25.193  295.181 ms ICMP
20  221.183.23.25  295.520 ms ICMP
21  221.183.11.6  294.103 ms ICMP
22  *
23  211.140.0.186  311.784 ms ICMP
24  *
25  111.1.47.5  290.584 ms ICMP
26  111.1.47.50  320.933 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 154.209.90.110
 1  192.168.100.1  0.875 ms ICMP
 2  202.163.124.100  2.493 ms ICMP
 3  192.168.146.53  17.973 ms ICMP
 4  202.163.124.57  2.710 ms ICMP
 5  116.71.134.65  2.857 ms ICMP
 6  221.120.223.53  2.983 ms ICMP
 7  221.120.254.18  24.093 ms ICMP
 8  221.120.248.43  20.027 ms ICMP
 9  93.186.129.214  120.026 ms ICMP
10  195.22.205.13  141.558 ms ICMP
11  93.186.128.157  214.829 ms ICMP
12  129.250.3.178  214.355 ms ICMP
13  129.250.4.69  216.391 ms ICMP
14  129.250.4.9  214.761 ms ICMP
15  129.250.3.74  215.129 ms ICMP
16  129.250.7.67  438.574 ms ICMP
17  129.250.6.92  253.051 ms ICMP
18  129.250.6.125  246.987 ms ICMP
19  *
20  *
21  *
22  154.209.90.110  270.309 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 94.136.40.129
 1  192.168.100.1  0.913 ms ICMP
 2  202.163.124.100  8.740 ms ICMP
 3  192.168.146.53  7.298 ms ICMP
 4  202.163.124.57  2.736 ms ICMP
 5  116.71.134.65  2.777 ms ICMP
 6  221.120.223.57  3.371 ms ICMP
 7  221.120.254.49  23.970 ms ICMP
 8  221.120.248.43  22.622 ms ICMP
 9  93.186.129.216  122.790 ms ICMP
10  195.22.205.13  144.242 ms ICMP
11  46.33.83.178  140.755 ms ICMP
12  89.149.136.121  210.138 ms ICMP
13  46.33.86.182  150.664 ms ICMP
14  *
15  *
16  *
17  *
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
tcp-traceroute from 192.168.100.4 to 103.112.211.75
 1  192.168.100.1  1.078 ms ICMP
 2  202.163.124.100  2.787 ms ICMP
 3  192.168.146.53  5.106 ms ICMP
 4  202.163.124.57  3.466 ms ICMP
 5  116.71.134.65  3.535 ms ICMP
 6  221.120.223.53  6.552 ms ICMP
 7  221.120.254.18  29.208 ms ICMP
 8  221.120.248.43  25.683 ms ICMP
 9  93.186.129.216  124.100 ms ICMP
10  195.22.211.36  388.705 ms ICMP
11  62.115.149.0  150.520 ms ICMP
12  62.115.120.7  306.422 ms ICMP
13  62.115.133.181  151.243 ms ICMP
14  62.115.138.209  306.431 ms ICMP
15  *
16  *
17  202.4.163.9  238.242 ms ICMP
18  61.244.64.68  233.909 ms ICMP
19  *
20  61.244.64.68  263.213 ms ICMP
tcp-traceroute from 192.168.100.4 to 137.175.7.67
 1  192.168.100.1  0.959 ms ICMP
 2  202.163.124.100  3.698 ms ICMP
 3  *
 4  202.163.124.57  2.918 ms ICMP
 5  116.71.134.65  2.828 ms ICMP
 6  221.120.223.53  4.065 ms ICMP
 7  221.120.254.18  31.525 ms ICMP
 8  202.125.128.163  21.548 ms ICMP
 9  *
10  80.249.209.150  153.981 ms ICMP
11  72.52.92.213  161.523 ms ICMP
12  72.52.92.166  227.508 ms ICMP
13  184.105.81.218  290.685 ms ICMP
14  184.105.65.113  298.995 ms ICMP
15  65.49.22.218  290.532 ms ICMP
16  *
17  *
18  137.175.7.67  293.744 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 120.24.55.61
 1  192.168.100.1  0.904 ms ICMP
 2  202.163.124.100  3.309 ms ICMP
 3  *
 4  202.163.124.57  2.878 ms ICMP
 5  116.71.134.65  2.958 ms ICMP
 6  221.120.223.57  5.226 ms ICMP
 7  221.120.254.49  23.846 ms ICMP
 8  202.125.128.163  22.755 ms ICMP
 9  195.22.197.164  121.045 ms ICMP
10  195.22.211.36  153.823 ms ICMP
11  89.221.34.147  153.982 ms ICMP
12  202.97.52.225  299.536 ms ICMP
13  202.97.94.70  294.588 ms ICMP
14  202.97.91.133  320.118 ms ICMP
15  119.147.223.114  315.465 ms ICMP
16  183.2.182.130  326.343 ms ICMP
17  183.2.180.222  325.482 ms ICMP
18  42.120.242.234  428.743 ms ICMP
19  119.38.215.137  331.632 ms ICMP
20  *
21  *
22  120.24.55.61  334.928 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 59.111.137.241
 1  192.168.100.1  0.929 ms ICMP
 2  202.163.124.100  15.023 ms ICMP
 3  192.168.146.53  238.906 ms ICMP
 4  202.163.124.57  6.946 ms ICMP
 5  116.71.134.65  2.915 ms ICMP
 6  221.120.223.53  4.244 ms ICMP
 7  221.120.254.18  23.368 ms ICMP
 8  202.125.128.164  19.818 ms ICMP
 9  213.242.116.33  129.827 ms ICMP
10  4.69.153.129  279.339 ms ICMP
11  4.26.0.66  329.428 ms ICMP
12  219.158.96.233  338.009 ms ICMP
13  219.158.97.26  336.766 ms ICMP
14  219.158.8.113  341.007 ms ICMP
15  219.158.21.18  337.525 ms ICMP
16  124.160.82.58  334.000 ms ICMP
17  124.160.191.110  341.237 ms ICMP
18  *
19  *
20  *
21  *
22  59.111.137.241  375.638 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 119.23.31.53
 1  192.168.100.1  1.004 ms ICMP
 2  202.163.124.100  3.719 ms ICMP
 3  *
 4  202.163.124.57  3.128 ms ICMP
 5  116.71.134.65  5.395 ms ICMP
 6  221.120.223.53  6.383 ms ICMP
 7  221.120.254.18  28.457 ms ICMP
 8  202.125.128.163  24.616 ms ICMP
 9  195.22.197.118  121.220 ms ICMP
10  195.22.211.36  156.838 ms ICMP
11  89.221.34.147  155.086 ms ICMP
12  202.97.95.158  293.671 ms ICMP
13  202.97.94.70  286.277 ms ICMP
14  202.97.91.13  294.389 ms ICMP
15  119.147.222.2  294.773 ms ICMP
16  183.2.182.126  297.172 ms ICMP
17  183.2.180.146  292.311 ms ICMP
18  *
19  42.120.253.10  301.443 ms ICMP
20  *
21  *
22  119.23.31.53  302.680 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 154.223.129.22
 1  192.168.100.1  0.873 ms ICMP
 2  202.163.124.100  4.310 ms ICMP
 3  *
 4  202.163.124.57  2.935 ms ICMP
 5  116.71.134.65  2.842 ms ICMP
 6  221.120.223.57  4.650 ms ICMP
 7  221.120.254.49  21.873 ms ICMP
 8  221.120.248.43  23.137 ms ICMP
 9  93.186.129.214  257.836 ms ICMP
10  195.22.205.39  150.156 ms ICMP
11  93.186.128.157  216.779 ms ICMP
12  129.250.3.178  217.084 ms ICMP
13  129.250.4.69  218.281 ms ICMP
14  129.250.4.9  217.224 ms ICMP
15  129.250.3.74  217.508 ms ICMP
16  129.250.7.67  278.094 ms ICMP
17  129.250.6.98  287.305 ms ICMP
18  129.250.5.253  277.131 ms ICMP
19  *
20  *
21  *
22  *
23  154.223.129.22  254.623 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 123.58.180.7
 1  192.168.100.1  10.866 ms ICMP
 2  202.163.124.100  2.410 ms ICMP
 3  192.168.146.53  4.763 ms ICMP
 4  202.163.124.57  2.746 ms ICMP
 5  116.71.134.65  2.612 ms ICMP
 6  221.120.223.53  6.779 ms ICMP
 7  221.120.254.18  32.706 ms ICMP
 8  221.120.248.46  24.179 ms ICMP
 9  *
10  4.69.163.82  142.966 ms ICMP
11  195.122.182.170  147.290 ms ICMP
12  *
13  *
14  *
15  *
16  *
17  *
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  *
26  *
tcp-traceroute from 192.168.100.4 to 124.172.232.207
 1  192.168.100.1  1.018 ms ICMP
 2  202.163.124.100  3.685 ms ICMP
 3  *
 4  202.163.124.57  3.272 ms ICMP
 5  116.71.134.65  2.836 ms ICMP
 6  221.120.223.53  5.210 ms ICMP
 7  221.120.254.18  24.593 ms ICMP
 8  221.120.248.46  22.201 ms ICMP
 9  116.51.26.49  100.775 ms ICMP
